38,30,30,30,30,30,30,30,30,30,30,30,48,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,62,30,30,30,63,30,48,30,30,30,49,30,30,30,63,30,63,30,30,30,30,30,30,40
38,30,30,30,30,30,30,30,30,30,30,30,30,48,30,63,48,30,62,30,48,30,49,30,30,49,48,30,30,30,30,63,30,62,30,30,30,30,30,30,30,30,30,30,30,30,30,30,48,30,30,30,30,30,30,30,40
38,30,30,49,30,30,30,30,30,48,30,30,30,30,30,62,30,30,30,30,30,62,30,30,30,30,30,30,30,30,30,30,62,30,30,30,30,30,30,30,30,30,30,49,30,30,30,30,30,30,30,30,30,30,30,30,40
38,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,48,63,30,48,48,30,62,49,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,62,30,30,30,30,30,30,30,30,30,30,30,40
38,30,30,30,30,30,30,30,48,48,30,30,30,30,63,30,62,30,30,30,30,30,30,30,49,30,30,30,63,63,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,49,30,30,30,30,62,30,30,30,30,30,40
38,30,30,30,30,30,30,63,30,30,30,30,30,30,49,30,30,30,30,30,63,30,30,30,30,30,30,49,48,30,30,30,30,30,30,30,30,30,62,63,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,40
38,30,30,30,30,30,30,30,30,30,30,48,30,30,30,30,30,30,30,30,30,30,49,30,30,30,30,30,30,30,30,30,30,48,30,30,30,30,30,30,30,48,30,30,30,30,30,30,30,30,30,30,30,30,30,30,40
38,30,30,63,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,48,48,30,30,30,30,30,30,30,30,48,30,30,30,30,30,48,30,30,30,30,30,30,30,30,30,30,40
38,30,30,30,62,30,30,49,30,48,30,30,30,30,30,30,30,30,48,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,62,62,30,30,30,62,30,30,30,30,48,30,63,30,30,30,30,30,30,40
38,30,30,30,30,30,49,30,30,30,30,49,30,30,30,30,30,30,30,30,30,30,30,48,30,63,30,30,30,30,30,30,30,30,48,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,40
38,30,30,30,30,30,30,30,30,30,30,30,30,49,30,49,30,30,48,49,63,30,30,30,30,30,30,30,48,30,48,30,30,30,62,30,30,30,30,30,30,30,30,49,30,30,30,30,30,30,30,30,30,30,30,30,40
38,30,30,30,62,30,30,30,49,30,30,30,30,30,63,48,30,30,30,30,30,30,30,30,30,30,30,30,30,30,48,30,30,48,30,30,30,30,30,63,30,30,30,48,30,30,30,30,30,30,30,30,30,30,30,30,40
38,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,48,30,30,30,30,30,30,30,30,30,30,30,49,30,49,30,30,30,30,48,48,62,30,30,30,30,30,30,30,40
38,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,48,30,30,62,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,62,30,30,30,62,30,30,40
38,30,30,30,30,30,49,30,30,30,30,30,30,30,30,30,30,30,30,62,48,30,30,30,30,30,63,30,30,30,30,63,30,30,30,30,30,30,30,30,30,30,48,30,30,30,30,30,30,30,30,30,30,30,30,30,40
38,30,30,30,30,30,30,30,30,30,30,30,62,30,30,30,30,30,48,30,30,30,30,30,30,30,48,30,30,30,30,63,30,30,30,30,62,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,40
38,30,30,30,30,30,30,30,30,63,30,30,30,30,49,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,62,63,30,30,30,30,30,30,30,30,30,30,40
38,30,30,30,30,30,63,30,30,30,30,30,30,30,63,30,48,30,30,30,30,62,30,30,30,30,30,30,30,30,30,30,62,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,62,30,30,30,30,30,30,30,40
38,30,30,30,30,30,30,30,30,48,30,30,30,30,30,30,30,30,30,30,30,30,30,63,30,30,30,30,62,30,49,30,30,30,30,48,30,30,62,30,30,48,30,30,30,30,30,30,30,30,30,30,30,30,30,30,40
38,30,30,30,30,49,30,30,63,30,30,30,30,30,30,62,30,30,30,30,30,30,49,30,63,30,30,30,30,30,30,30,30,30,30,30,30,62,62,63,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,40
38,30,30,30,30,30,30,30,30,30,30,48,30,30,63,30,30,30,30,30,30,49,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,49,30,30,30,30,30,30,30,30,30,40
38,30,30,30,30,30,30,30,30,30,30,30,49,30,30,30,62,30,30,30,30,30,63,30,63,30,63,30,30,49,30,62,30,62,30,30,30,30,30,48,63,30,30,30,30,30,30,30,30,30,30,49,30,30,30,30,40
38,30,30,30,62,30,30,30,30,30,30,30,30,30,30,30,30,30,30,49,30,30,30,30,30,63,30,30,30,30,30,30,30,30,30,30,30,30,49,30,62,30,30,30,63,48,30,30,30,63,30,30,30,30,30,30,40
38,30,30,30,30,63,30,30,30,30,62,30,30,30,49,30,30,30,30,30,30,30,63,30,30,30,30,62,30,30,30,63,30,63,30,62,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,40
38,30,30,30,30,30,30,30,30,30,30,30,30,49,62,30,30,30,30,30,30,30,30,30,30,49,30,30,30,30,30,30,30,49,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,62,30,30,30,30,30,40
38,30,30,30,30,30,30,30,30,30,63,62,30,30,30,30,30,62,30,30,30,30,48,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,62,49,30,30,62,30,30,30,48,30,30,30,30,30,40
38,30,30,30,30,30,30,30,30,30,30,30,30,63,30,30,30,30,30,30,30,30,48,30,30,30,30,30,30,63,62,30,30,62,30,30,30,62,63,62,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,40
38,30,30,30,30,30,30,30,30,30,30,62,30,30,30,30,30,30,30,30,30,30,30,30,63,30,30,30,30,30,30,63,63,48,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,40
38,30,30,30,30,62,30,30,30,30,30,30,30,30,30,48,30,62,30,30,63,30,30,30,30,48,30,30,30,30,30,30,30,30,30,30,63,30,30,62,49,48,30,49,30,30,30,30,30,30,30,30,30,30,30,30,40
38,30,30,30,30,30,30,30,63,30,30,48,30,30,30,30,63,49,30,30,30,30,30,30,30,30,30,48,30,30,30,30,30,30,30,30,30,30,30,63,30,30,30,30,30,63,30,30,30,30,30,30,30,30,30,30,40
38,30,30,30,30,63,30,30,30,30,30,30,30,63,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,49,48,30,30,30,30,30,30,30,30,30,30,30,30,30,49,30,30,30,30,30,62,30,30,30,40
38,30,30,30,30,30,48,30,30,30,30,63,30,30,30,30,30,49,30,30,30,30,30,63,30,30,48,30,30,30,30,30,30,30,30,30,30,30,30,30,48,30,30,30,49,30,30,30,30,30,30,63,30,30,30,30,40
38,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,49,30,30,30,30,63,49,30,30,30,62,48,30,30,30,49,49,30,30,30,30,30,30,30,62,30,30,30,30,30,30,30,30,30,40
38,30,30,30,30,30,30,62,30,30,30,30,30,30,30,30,30,48,30,30,30,30,30,30,30,49,63,30,30,30,30,30,30,30,30,30,30,49,30,30,49,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,40
38,30,30,30,49,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,62,30,30,30,30,30,30,30,49,30,30,30,30,30,30,30,30,30,30,30,30,49,30,30,30,48,30,30,30,30,30,30,30,30,30,30,40
38,30,30,30,30,30,30,30,63,48,30,30,63,30,30,48,30,49,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,48,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,40
38,30,30,63,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,62,30,30,30,30,30,30,40
38,30,30,30,30,30,30,30,30,30,30,62,30,30,30,63,30,30,30,30,30,63,30,30,49,30,30,30,30,30,30,49,30,30,30,30,48,49,30,30,30,49,30,30,30,30,48,30,30,48,30,30,30,30,30,30,40
38,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,49,30,30,30,62,30,30,30,30,30,30,30,30,30,30,30,49,49,30,30,30,30,30,30,30,30,40
38,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,40
52,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,54
